CarrierName,Date,ProportionalCancellations
Delta Air Lines Inc.,02/03/01,0.0238693467337
Delta Air Lines Inc.,02/04/01,0.0162567736557
Delta Air Lines Inc.,02/05/01,0.100704517199
Delta Air Lines Inc.,02/06/01,0.0418046357616
Delta Air Lines Inc.,02/07/01,0.0235927152318
Delta Air Lines Inc.,02/08/01,0.016576875259
Delta Air Lines Inc.,02/09/01,0.0352550808793
Delta Air Lines Inc.,02/10/01,0.0380593893768
Delta Air Lines Inc.,02/11/01,0.0220465890183
Delta Air Lines Inc.,02/12/01,0.0335960182497
America West Airlines Inc.,02/01/01,0.0157977883096
America West Airlines Inc.,02/02/01,0.0094191522763
America West Airlines Inc.,02/03/01,0.0176056338028
