CarrierName,Date,NumFlights,ProportionalCancellations,ProportionalDelays
Continental Air Lines Inc.,01/20/01,812,0.0480295566502,0.0173355017362
Continental Air Lines Inc.,01/21/01,1033,0.0677637947725,0.101672452353
Continental Air Lines Inc.,01/22/01,1158,0.00259067357513,-0.00232998870702
Continental Air Lines Inc.,01/23/01,1147,0.00784655623365,0.00616009677335
Continental Air Lines Inc.,01/24/01,1149,0.00435161009574,-0.00930719638708
Continental Air Lines Inc.,01/25/01,1158,0.00518134715026,0.00306836206672
Continental Air Lines Inc.,01/26/01,1161,0.00947459086994,0.0270520156467
Continental Air Lines Inc.,01/27/01,810,0.00493827160494,0.0119710372622
Continental Air Lines Inc.,01/28/01,1033,0.0174249757986,0.0266399271776
Continental Air Lines Inc.,01/29/01,1158,0.0215889464594,0.0332395873436
Continental Air Lines Inc.,01/30/01,1147,0.0383609415867,0.0403023005176
Continental Air Lines Inc.,01/31/01,1149,0.0130548302872,0.00221501821094
US Airways Inc.,02/26/01,2077,0.0284063553202,0.0756790662158
US Airways Inc.,02/27/01,2077,0.00674049109292,0.016779874747
US Airways Inc.,02/28/01,2077,0.0322580645161,0.0249171629551
US Airways Inc.,02/01/01,2091,0.0172166427547,0.00434427123079
US Airways Inc.,02/02/01,2096,0.0209923664122,0.0506855867347
US Airways Inc.,02/03/01,1877,0.0106553010123,-0.0131055037226
US Airways Inc.,02/04/01,2022,0.0237388724036,0.0185921565561
US Airways Inc.,02/05/01,2073,0.183791606368,0.15540070584
US Airways Inc.,02/06/01,2071,0.0516658619025,0.0358981870627
US Airways Inc.,02/07/01,2071,0.0207629164655,-0.0068198093979
US Airways Inc.,02/08/01,2071,0.0135200386287,0.0210480349345
